campo_id,seccion,orden,label,tipo,obligatorio,lista_id,valor_normal,reglas,ayuda_kb,plantilla,subtitulo
efr.mucosa_nasal,ef_regiones,200,Mucosa nasal,multi,,mucosa_nasal,Rosada y húmeda,"describir_no_interpretar,con_lateralidad",kb.ef_cabeza,ochoa,Nariz
efr.tabique_nasal,ef_regiones,210,Tabique nasal,opcion,,tabique_nasal,Centrado,,kb.ef_cabeza,ochoa,Nariz
efr.pabellones_auriculares,ef_regiones,220,Pabellones auriculares,multi,,pabellones_auriculares,Simétricos y de implantación normal,"describir_no_interpretar,con_lateralidad",kb.ef_cabeza,ochoa,Oídos
efr.conducto_auditivo,ef_regiones,230,Conducto auditivo externo,multi,,conducto_auditivo,"Permeable, sin secreciones","describir_no_interpretar,con_lateralidad",kb.ef_cabeza,ochoa,Oídos
efr.aliento,ef_regiones,240,Olor del aliento,opcion,,aliento,Sin olor particular,,kb.ef_cabeza,ochoa,Boca
efr.labios,ef_regiones,250,Labios,multi,,labios,Rosados y simétricos,"describir_no_interpretar,escalas:cruces",kb.ef_cabeza,ochoa,Boca
efr.dientes,ef_regiones,260,Dientes,multi,,dientes,Completos y en buen estado de conservación,describir_no_interpretar,kb.ef_cabeza,ochoa,Boca
efr.encias,ef_regiones,270,Encías,multi,,encias,Rosadas,describir_no_interpretar,kb.ef_cabeza,ochoa,Boca
efr.mucosa_oral,ef_regiones,280,Mucosa oral,multi,,mucosa_oral,Rosada y húmeda,"describir_no_interpretar,escalas:deshidratacion|cruces",kb.ef_cabeza,ochoa,Boca
efr.lengua,ef_regiones,290,Lengua,multi,,lengua,"Rojo rosada, húmeda y de superficie discretamente rugosa",describir_no_interpretar,kb.ef_cabeza,ochoa,Boca
efr.orofaringe,ef_regiones,300,Orofaringe,multi,,orofaringe,"Rosada, sin exudados ni hipertrofia amigdalina",describir_no_interpretar,kb.ef_cabeza,ochoa,Boca
efr.glandulas_salivales,ef_regiones,310,Glándulas salivales,multi,,glandulas_salivales,Sin alteraciones,"describir_no_interpretar,con_lateralidad",kb.ef_cuello,ochoa,Boca
efr.cuello_longitud,ef_regiones,320,Longitud del cuello,opcion,,cuello_longitud,Normal,,kb.ef_cuello,ochoa,Cuello
efr.cuello_forma,ef_regiones,330,Forma del cuello,multi,,cuello_forma,Cilíndrico y de contorno regular,describir_no_interpretar,kb.ef_cuello,ochoa,Cuello
efr.cuello_movilidad,ef_regiones,340,Movilidad del cuello,opcion,,cuello_movilidad,Conservada en todos los planos,,kb.ef_cuello,ochoa,Cuello
efr.cuello_rigidez,ef_regiones,350,Rigidez del cuello,opcion,,cuello_rigidez,Ausente,,kb.ef_cuello,ochoa,Cuello
efr.cuello_dolor,ef_regiones,360,Dolor del cuello,opcion,,presente_ausente,Ausente,escalas:eva,kb.ef_cuello,ochoa,Cuello
efr.cuello_cicatrices,ef_regiones,370,Cicatrices y tumoraciones del cuello,multi,,cuello_cicatrices,Sin cicatrices ni tumoraciones,"describir_no_interpretar,con_lateralidad",kb.ef_cuello,ochoa,Cuello
efr.tiroides_tamano,ef_regiones,380,Tamaño de la tiroides,opcion,,tiroides_tamano,No palpable o de tamaño normal,describir_no_interpretar,kb.ef_cuello,ochoa,Tiroides
efr.tiroides_simetria,ef_regiones,390,Simetría de la tiroides,opcion,,tiroides_simetria,Simétrica,con_lateralidad,kb.ef_cuello,ochoa,Tiroides
efr.tiroides_consistencia,ef_regiones,400,Consistencia de la tiroides,opcion,,tiroides_consistencia,"Normal, firme",,kb.ef_cuello,ochoa,Tiroides
efr.tiroides_movilidad,ef_regiones,410,Movilidad y nódulos de la tiroides,multi,,tiroides_movilidad,"Móvil con la deglución, sin nódulos",describir_no_interpretar,kb.ef_cuello,ochoa,Tiroides
efr.tiroides_sensibilidad,ef_regiones,420,Sensibilidad de la tiroides,opcion,,tiroides_sensibilidad,Indolora,escalas:eva,kb.ef_cuello,ochoa,Tiroides
efr.tiroides_soplo,ef_regiones,430,Soplos tiroideos,opcion,,tiroides_soplo,Ausente,,kb.ef_cuello,ochoa,Tiroides
efr.traquea_posicion,ef_regiones,440,Posición de la tráquea,opcion,,traquea_posicion,Centrada,con_lateralidad,kb.ef_cuello,ochoa,Tráquea
efr.traquea_movilidad,ef_regiones,450,Movilidad de la tráquea,opcion,,traquea_movilidad,Móvil con la deglución,,kb.ef_cuello,ochoa,Tráquea
efr.cuello_fremitos,ef_regiones,460,Frémitos en los vasos del cuello,opcion,,presente_ausente,Ausente,con_lateralidad,kb.ef_cuello,ochoa,Vasos del cuello
efr.cuello_soplos,ef_regiones,470,Soplos en los vasos del cuello,opcion,,cuello_soplos,Ausente,"con_lateralidad,escalas:levine",kb.ef_cuello,ochoa,Vasos del cuello
efr.mamas_desarrollo,ef_regiones,480,Desarrollo mamario,opcion,,mamas_desarrollo,Desarrollo acorde a la edad y el sexo,describir_no_interpretar,kb.ef_cardio,ochoa,Mamas
efr.mamas_simetria,ef_regiones,490,Simetría de las mamas,opcion,,mamas_simetria,Simétricas,,kb.ef_cardio,ochoa,Mamas
efr.mamas_pezon_areola,ef_regiones,500,Características de los pezones y las areolas,multi,,pezon_areola,"Pezón prominente, areola sin alteraciones","describir_no_interpretar,con_lateralidad",kb.ef_cardio,ochoa,Mamas
efr.mamas_secrecion,ef_regiones,510,Secreciones del pezón,opcion,,mamas_secrecion,Ausente,con_lateralidad,kb.ef_cardio,ochoa,Mamas
efr.mamas_ulceraciones,ef_regiones,520,Ulceraciones de la mama,opcion,,presente_ausente,Ausente,con_lateralidad,kb.ef_cardio,ochoa,Mamas
efr.mamas_pigmentacion,ef_regiones,530,Pigmentación de la mama,opcion,,mamas_pigmentacion,Normal,con_lateralidad,kb.ef_cardio,ochoa,Mamas
efr.mamas_sensibilidad,ef_regiones,540,Sensibilidad mamaria,opcion,,sensibilidad_palpacion,Indolora,"con_lateralidad,escalas:eva",kb.ef_cardio,ochoa,Mamas
efr.mamas_inflamacion,ef_regiones,550,Inflamación de la mama,opcion,,mamas_inflamacion,Ausente,con_lateralidad,kb.ef_cardio,ochoa,Mamas
efr.mamas_tumoracion,ef_regiones,560,Tumoración mamaria,multi,,mamas_tumoracion,No se palpan tumoraciones,"describir_no_interpretar,con_lateralidad",kb.ef_cardio,ochoa,Mamas
efr.torax_forma,ef_regiones,570,Forma,opcion,,torax_forma,"Normal, sin forma patológica",describir_no_interpretar,kb.ef_torax,ochoa,Tórax y pulmones · Inspección estática
efr.torax_simetria,ef_regiones,580,Simetría,opcion,,torax_simetria,Simétrico,"describir_no_interpretar,con_lateralidad",kb.ef_torax,ochoa,Tórax y pulmones · Inspección estática
efr.torax_tamano,ef_regiones,590,Tamaño,opcion,,torax_tamano,"Normolíneo, proporcionado al biotipo",describir_no_interpretar,kb.ef_torax,ochoa,Tórax y pulmones · Inspección estática
efr.torax_diametros,ef_regiones,600,Diámetro anteroposterior y transverso,opcion,,torax_diametros,Diámetro anteroposterior menor que el transverso,describir_no_interpretar,kb.ef_torax,ochoa,Tórax y pulmones · Inspección estática
efr.torax_costillas,ef_regiones,610,Dirección de las costillas,opcion,,torax_costillas,"Oblicua, dirigida hacia abajo y hacia adelante",describir_no_interpretar,kb.ef_torax,ochoa,Tórax y pulmones · Inspección estática
efr.torax_angulo_subcostal,ef_regiones,620,Ángulo subcostal,opcion,,angulo_subcostal,"Recto, de aproximadamente 90 grados",describir_no_interpretar,kb.ef_torax,ochoa,Tórax y pulmones · Inspección estática
efr.torax_deformidades,ef_regiones,630,Deformidades,multi,,torax_deformidades,Ninguna,"describir_no_interpretar,con_lateralidad",kb.ef_torax,ochoa,Tórax y pulmones · Inspección estática
efr.torax_tipo_respiracion,ef_regiones,640,Tipo de respiración,opcion,,tipo_respiracion,Normal,describir_no_interpretar,kb.ef_torax,ochoa,Tórax y pulmones · Inspección dinámica
efr.torax_amplitud,ef_regiones,650,Amplitud,opcion,,amplitud_resp,Normal,describir_no_interpretar,kb.ef_torax,ochoa,Tórax y pulmones · Inspección dinámica
efr.torax_ritmo,ef_regiones,660,Ritmo respiratorio,opcion,,ritmo_resp,"Eupnea, ritmo regular de 16 a 20 respiraciones por minuto",describir_no_interpretar,kb.ef_torax,ochoa,Tórax y pulmones · Inspección dinámica
efr.torax_retracciones,ef_regiones,670,Retracciones,multi,,retracciones,Ninguna,describir_no_interpretar,kb.ef_torax,ochoa,Tórax y pulmones · Inspección dinámica
efr.torax_amplexacion,ef_regiones,680,Amplexación,opcion,,amplexacion,Conservada y simétrica,"describir_no_interpretar,con_lateralidad",kb.ef_torax,ochoa,Tórax y pulmones · Palpación
efr.torax_vv,ef_regiones,690,Vibraciones vocales,opcion,,vibraciones_vocales,Conservadas y simétricas,"describir_no_interpretar,con_lateralidad",kb.ef_torax,ochoa,Tórax y pulmones · Palpación
efr.torax_dolorabilidad,ef_regiones,700,"Dolorabilidad, frémitos y enfisema subcutáneo",multi,,palpacion_torax,Ninguno,"describir_no_interpretar,con_lateralidad",kb.ef_torax,ochoa,Tórax y pulmones · Palpación
efr.torax_sonoridad,ef_regiones,710,Sonoridad,opcion,,sonoridad_torax,Sonoridad pulmonar conservada en ambos campos,"describir_no_interpretar,con_lateralidad",kb.ef_torax,ochoa,Tórax y pulmones · Percusión
efr.torax_ruido_traqueal,ef_regiones,720,Ruido traqueal,opcion,,ruido_traqueal,"Presente, de características normales sobre la tráquea",describir_no_interpretar,kb.ef_torax,ochoa,Tórax y pulmones · Auscultación · Ruidos respiratorios normales
efr.torax_ruido_traqueobronquial,ef_regiones,730,Ruido traqueobronquial,opcion,,ruido_traqueobronquial,Presente solo en su localización habitual,describir_no_interpretar,kb.ef_torax,ochoa,Tórax y pulmones · Auscultación · Ruidos respiratorios normales
efr.torax_mv,ef_regiones,740,Murmullo vesicular,escala,,mv,Conservado,"describir_no_interpretar,con_lateralidad",kb.ef_torax,ochoa,Tórax y pulmones · Auscultación · Ruidos respiratorios normales
efr.torax_soplos,ef_regiones,750,Soplos,opcion,,soplos_pulmonares,Ausentes,"describir_no_interpretar,con_lateralidad",kb.ef_torax,ochoa,Tórax y pulmones · Auscultación · Ruidos respiratorios anormales
efr.torax_agregados,ef_regiones,760,Ruidos agregados,multi,,agregados,Ninguno,"describir_no_interpretar,con_lateralidad",kb.ef_torax,ochoa,Tórax y pulmones · Auscultación · Ruidos respiratorios anormales
efr.torax_frote_pleural,ef_regiones,770,Frote pleural,opcion,,frote_pleural,Ausente,"describir_no_interpretar,con_lateralidad",kb.ef_torax,ochoa,Tórax y pulmones · Auscultación · Ruidos respiratorios anormales
efr.torax_broncofonia,ef_regiones,780,Broncofonía,opcion,,broncofonia,Ausente,"describir_no_interpretar,con_lateralidad",kb.ef_torax,ochoa,Tórax y pulmones · Auscultación de la voz
efr.torax_pectoriloquia,ef_regiones,790,Pectoriloquia,opcion,,pectoriloquia,Ausente,"describir_no_interpretar,con_lateralidad",kb.ef_torax,ochoa,Tórax y pulmones · Auscultación de la voz
efr.torax_pectoriloquia_afona,ef_regiones,800,Pectoriloquia áfona,opcion,,pectoriloquia_afona,Ausente,"describir_no_interpretar,con_lateralidad",kb.ef_torax,ochoa,Tórax y pulmones · Auscultación de la voz
efr.torax_egofonia,ef_regiones,810,Egofonía,opcion,,egofonia,Ausente,"describir_no_interpretar,con_lateralidad",kb.ef_torax,ochoa,Tórax y pulmones · Auscultación de la voz
efr.torax_ausc_tos,ef_regiones,820,Auscultación de la tos,multi,,ausc_tos,Sin tos durante el examen,describir_no_interpretar,kb.ef_torax,ochoa,Tórax y pulmones · Auscultación
efr.torax_percusion_auscultatoria,ef_regiones,830,Percusión auscultatoria,opcion,,percusion_auscultatoria,Transmisión conservada y simétrica,"describir_no_interpretar,con_lateralidad",kb.ef_torax,ochoa,Tórax y pulmones · Auscultación
efr.cuello_vasos,ef_regiones,840,Examen de los vasos arteriales y venosos del cuello,multi,,vasos_cuello,Latidos carotídeos normales y simétricos,"describir_no_interpretar,con_lateralidad",kb.ef_cuello,ochoa,Cardiovascular · Región del cuello
efr.ingurgitacion_yugular,ef_regiones,850,Ingurgitación yugular,opcion,,ingurgitacion_yugular,Ausente: yugulares no ingurgitadas con el tronco a 30 o 45 grados,describir_no_interpretar,kb.ef_cuello,ochoa,Cardiovascular · Región del cuello
efr.cuello_fremito,ef_regiones,860,Frémitos,opcion,,fremito_cuello,Ausentes,"describir_no_interpretar,con_lateralidad",kb.ef_cuello,ochoa,Cardiovascular · Región del cuello
efr.cuello_soplo,ef_regiones,870,Soplos,opcion,,soplo_cuello,Ausentes,"describir_no_interpretar,con_lateralidad",kb.ef_cuello,ochoa,Cardiovascular · Región del cuello
efr.choque_punta,ef_regiones,880,Choque de punta,opcion,,choque_punta,"Palpable en el quinto espacio intercostal izquierdo, línea medioclavicular",describir_no_interpretar,kb.ef_cardio,ochoa,Cardiovascular · Región precordial · Inspección
efr.precordio_deformaciones,ef_regiones,890,Deformaciones,multi,,precordio_deformaciones,Ninguna,describir_no_interpretar,kb.ef_cardio,ochoa,Cardiovascular · Región precordial · Inspección
efr.vibraciones_valvulares,ef_regiones,900,Vibraciones valvulares,opcion,,vibraciones_valvulares,No palpables,describir_no_interpretar,kb.ef_cardio,ochoa,Cardiovascular · Región precordial · Palpación
efr.fremito_precordial,ef_regiones,910,Frémitos,multi,,fremito_precordial,Ausentes,describir_no_interpretar,kb.ef_cardio,ochoa,Cardiovascular · Región precordial · Palpación
efr.ruidos_intensidad,ef_regiones,920,Intensidad del primer y del segundo ruido,multi,,intensidad_ruidos,Primer y segundo ruidos de intensidad normal,describir_no_interpretar,kb.ef_cardio,ochoa,Cardiovascular · Región precordial · Auscultación
efr.frote_pericardico,ef_regiones,930,Frote pericárdico,opcion,,frote_pericardico,Ausente,describir_no_interpretar,kb.ef_cardio,ochoa,Cardiovascular · Región precordial · Auscultación
efr.chasquidos,ef_regiones,940,Chasquidos,opcion,,chasquidos,Ausentes,describir_no_interpretar,kb.ef_cardio,ochoa,Cardiovascular · Región precordial · Auscultación
efr.soplos_cardiacos,ef_regiones,950,Soplos,multi,,soplos_cardiacos,No se auscultan soplos,"describir_no_interpretar,escalas:levine",kb.ef_cardio,ochoa,Cardiovascular · Región precordial · Auscultación
efr.soplo_levine,ef_regiones,960,Intensidad del soplo,escala,,levine,,,kb.ef_cardio,ochoa,Cardiovascular · Región precordial · Auscultación
efr.desdoblamientos,ef_regiones,970,Desdoblamientos,opcion,,desdoblamientos,Ausentes,describir_no_interpretar,kb.ef_cardio,ochoa,Cardiovascular · Región precordial · Auscultación
efr.epigastrio_latidos,ef_regiones,980,"Latidos aórtico, ventricular derecho y hepático",multi,,latidos_epigastricos,Sin latidos visibles ni palpables en el epigastrio,describir_no_interpretar,kb.ef_cardio,ochoa,Cardiovascular · Región epigástrica
efr.reflujo_hepatoyugular,ef_regiones,990,Reflujo hepatoyugular,opcion,,reflujo_hepatoyugular,Negativo,describir_no_interpretar,kb.ef_cardio,ochoa,Cardiovascular · Región epigástrica
efr.pulsos,ef_regiones,1000,Amplitud de los pulsos arteriales periféricos,escala,,pulsos,2+,,kb.ef_cardio,ochoa,Cardiovascular · Examen del pulso arterial periférico
efr.pulsos_alterados,ef_regiones,1010,"Pulsos con amplitud disminuida o ausente (temporales, carótidas, humerales, radiales, femorales, poplíteas, tibiales posteriores y pedias)",multi,,arterias_perifericas,Ninguna: todos los pulsos presentes y simétricos,"describir_no_interpretar,con_lateralidad",kb.ef_cardio,ochoa,Cardiovascular · Examen del pulso arterial periférico
efr.sistema_venoso,ef_regiones,1020,"Várices, dilatación venosa, flebitis, úlceras varicosas, cambios tróficos y signo de Homans",multi,,sistema_venoso,Sin alteraciones del sistema venoso,"describir_no_interpretar,con_lateralidad",kb.ef_cardio,ochoa,Cardiovascular · Examen del sistema venoso
efr.abd_forma,ef_regiones,1030,Forma,opcion,,abd_forma,Plano,describir_no_interpretar,kb.ef_abdomen,ochoa,Abdomen · Inspección
efr.abd_volumen,ef_regiones,1040,Volumen,opcion,,abd_volumen,Conservado,describir_no_interpretar,kb.ef_abdomen,ochoa,Abdomen · Inspección
efr.abd_simetria,ef_regiones,1050,Simetría,opcion,,abd_simetria,Simétrico,describir_no_interpretar,kb.ef_abdomen,ochoa,Abdomen · Inspección
efr.abd_movilidad,ef_regiones,1060,Movilidad con la respiración,opcion,,abd_movilidad,Conservada con la respiración,describir_no_interpretar,kb.ef_abdomen,ochoa,Abdomen · Inspección
efr.abd_cicatrices,ef_regiones,1070,Cicatrices,multi,,abd_cicatriz,Ausentes,describir_no_interpretar,kb.ef_abdomen,ochoa,Abdomen · Inspección
efr.abd_circulacion_colateral,ef_regiones,1080,Circulación colateral,opcion,,circulacion_colateral,Ausente,describir_no_interpretar,kb.ef_abdomen,ochoa,Abdomen · Inspección
efr.abd_caput_medusae,ef_regiones,1090,Caput medusae,opcion,,presencia,Ausente,describir_no_interpretar,kb.ef_abdomen,ochoa,Abdomen · Inspección
efr.abd_peristaltismo,ef_regiones,1100,Peristaltismo visible,opcion,,peristaltismo_visible,Ausente,describir_no_interpretar,kb.ef_abdomen,ochoa,Abdomen · Inspección
efr.abd_region_umbilical,ef_regiones,1110,Región umbilical,opcion,,region_umbilical,"Ombligo centrado, sin protrusión",describir_no_interpretar,kb.ef_abdomen,ochoa,Abdomen · Inspección
efr.abd_retracciones,ef_regiones,1120,Retracciones,opcion_otro,,abd_retraccion,Ausentes,describir_no_interpretar,kb.ef_abdomen,ochoa,Abdomen · Inspección
efr.abd_desplazamientos,ef_regiones,1130,Desplazamientos,opcion_otro,,abd_desplazamiento,Ausentes,describir_no_interpretar,kb.ef_abdomen,ochoa,Abdomen · Inspección
efr.abd_ruidos_hidroaereos,ef_regiones,1140,Ruidos hidroaéreos,opcion,,rha,"Presentes, de 4 a 5 por minuto",describir_no_interpretar,kb.ef_abdomen,ochoa,Abdomen · Auscultación
efr.abd_soplos,ef_regiones,1150,Soplos,opcion,,soplo_abd,Ausentes,describir_no_interpretar,kb.ef_abdomen,ochoa,Abdomen · Auscultación
efr.abd_frotes,ef_regiones,1160,Frotes,opcion,,presencia,Ausente,describir_no_interpretar,kb.ef_abdomen,ochoa,Abdomen · Auscultación
efr.abd_bazuqueo,ef_regiones,1170,Signo del bazuqueo gástrico,opcion,,signo_pos_neg,Negativo,describir_no_interpretar,kb.ef_abdomen,ochoa,Abdomen · Auscultación
efr.abd_palpacion_superficial,ef_regiones,1180,"Palpación superficial (tono, tensión abdominal, contracturas musculares y sensibilidad)",multi,,abd_palp_superficial,"Blando, depresible y no doloroso",describir_no_interpretar,kb.ef_abdomen,ochoa,Abdomen · Palpación
efr.abdomen_palpacion,ef_regiones,1190,"Palpación profunda (órganos intraabdominales: tamaño, forma, consistencia, movilidad, dolorabilidad y desplazamiento con la inspiración)",narrativa,,f_abd_p,n,"describir_no_interpretar,escalas:eva",kb.ef_abdomen,ochoa,Abdomen · Palpación
efr.abd_murphy,ef_regiones,1200,Signo de Murphy,opcion,,signo_pos_neg,Negativo,describir_no_interpretar,kb.ef_abdomen,ochoa,Abdomen · Palpación · Puntos dolorosos
efr.abd_mcburney,ef_regiones,1210,Punto de McBurney,opcion,,signo_pos_neg,Negativo,describir_no_interpretar,kb.ef_abdomen,ochoa,Abdomen · Palpación · Puntos dolorosos
efr.abd_blumberg,ef_regiones,1220,Signo de Blumberg,opcion,,signo_pos_neg,Negativo,describir_no_interpretar,kb.ef_abdomen,ochoa,Abdomen · Palpación · Puntos dolorosos
efr.abd_chauffard,ef_regiones,1230,Punto de Chauffard,opcion,,signo_pos_neg,Negativo,describir_no_interpretar,kb.ef_abdomen,ochoa,Abdomen · Palpación · Puntos dolorosos
efr.abd_oleada,ef_regiones,1240,Signo de la oleada ascítica,opcion,,signo_pos_neg,Negativo,describir_no_interpretar,kb.ef_abdomen,ochoa,Abdomen · Palpación · Puntos dolorosos
efr.abd_peloteo,ef_regiones,1250,Signo del peloteo,opcion,,signo_pos_neg,Negativo,describir_no_interpretar,kb.ef_abdomen,ochoa,Abdomen · Palpación · Puntos dolorosos
efr.gu_puno_percusion_der,ef_regiones,1260,Puño-percusión lumbar derecha,opcion,,signo_pos_neg,Negativo,"describir_no_interpretar,con_lateralidad",kb.ef_gu,ochoa,Aparato genitourinario · Puño-percusión lumbar
efr.gu_puno_percusion_izq,ef_regiones,1270,Puño-percusión lumbar izquierda,opcion,,signo_pos_neg,Negativo,"describir_no_interpretar,con_lateralidad",kb.ef_gu,ochoa,Aparato genitourinario · Puño-percusión lumbar
efr.gu_tacto_vaginal,ef_regiones,1280,Tacto vaginal,opcion,,tacto_vaginal,No realizado por no ser pertinente al cuadro actual,describir_no_interpretar,kb.ef_gu,ochoa,Aparato genitourinario · Tacto vaginal
efr.gu_vulva,ef_regiones,1290,Vulva,opcion_otro,,vulva,Sin lesiones,describir_no_interpretar,kb.ef_gu,ochoa,Aparato genitourinario · Tacto vaginal
efr.gu_flujo,ef_regiones,1300,Flujo vaginal,opcion_otro,,flujo_vaginal,Sin flujo,describir_no_interpretar,kb.ef_gu,ochoa,Aparato genitourinario · Tacto vaginal
efr.gu_sensibilidad,ef_regiones,1310,Sensibilidad,opcion,,sensib_tacto_vaginal,Indolora,describir_no_interpretar,kb.ef_gu,ochoa,Aparato genitourinario · Tacto vaginal
efr.gu_fondo_saco,ef_regiones,1320,Fondo de saco vaginal,opcion,,fondo_saco,"No abombado, indoloro y depresible",describir_no_interpretar,kb.ef_gu,ochoa,Aparato genitourinario · Tacto vaginal
efg.conciencia,ef_regiones,1330,Estado de conciencia,escala,si,conciencia,Lúcido,,,ochoa,Sistema nervioso
efg.glasgow_ao,ef_regiones,1340,Glasgow · apertura ocular,escala,si,glasgow_ao,4,,,ochoa,Sistema nervioso · Glasgow
efg.glasgow_rm,ef_regiones,1350,Glasgow · respuesta motora,escala,si,glasgow_rm,6,,,ochoa,Sistema nervioso · Glasgow
efr.gu_cuello_uterino,ef_regiones,1360,Cuello uterino,opcion_otro,,cuello_uterino,Sin alteraciones a la palpación,describir_no_interpretar,kb.ef_gu,ochoa,Aparato genitourinario · Tacto vaginal
efg.glasgow_rv,ef_regiones,1370,Glasgow · respuesta verbal,escala,si,glasgow_rv,5,,,ochoa,Sistema nervioso · Glasgow
efg.glasgow_total,ef_regiones,1380,Glasgow total,calculado,,,,formula:ao+rv+rm,,ochoa,Sistema nervioso · Glasgow
efr.neuro_conducta,ef_regiones,1390,Conducta,opcion,,conducta,Colaboradora y tranquila,describir_no_interpretar,kb.ef_neuro,ochoa,Sistema nervioso
efr.neuro_lenguaje,ef_regiones,1400,Lenguaje,opcion,,lenguaje,Conservado,describir_no_interpretar,kb.ef_neuro,ochoa,Sistema nervioso
efr.neuro_pares_craneales,ef_regiones,1410,Pares craneales,multi,,pares_craneales,Del primer par al doceavo sin alteraciones,"describir_no_interpretar,con_lateralidad",kb.ef_neuro,ochoa,Sistema nervioso
efr.neuro_fotomotor,ef_regiones,1420,Reflejo fotomotor,opcion,,reflejo_pupilar,Presente y simétrico,"describir_no_interpretar,con_lateralidad",kb.ef_neuro,ochoa,Sistema nervioso · Reflejos
efr.neuro_acomodacion,ef_regiones,1430,Reflejo de acomodación,opcion,,reflejo_pupilar,Presente y simétrico,"describir_no_interpretar,con_lateralidad",kb.ef_neuro,ochoa,Sistema nervioso · Reflejos
efr.rot,ef_regiones,1440,Reflejos osteotendinosos,escala,,rot,2+,"describir_no_interpretar,con_lateralidad,escalas:rot",kb.ef_neuro,ochoa,Sistema nervioso · Reflejos
efr.neuro_babinski,ef_regiones,1450,Signo de Babinski,opcion,,signo_lat,Negativo bilateral,"describir_no_interpretar,con_lateralidad",kb.ef_neuro,ochoa,Sistema nervioso · Reflejos
efr.neuro_hoffmann,ef_regiones,1460,Signo de Hoffmann,opcion,,signo_lat,Negativo bilateral,"describir_no_interpretar,con_lateralidad",kb.ef_neuro,ochoa,Sistema nervioso · Reflejos
efr.neuro_temblor,ef_regiones,1470,Temblor,opcion,,temblor,Ausente,describir_no_interpretar,kb.ectoscopia,ochoa,Sistema nervioso
efr.neuro_romberg,ef_regiones,1480,Signo de Romberg,opcion,,signo_pos_neg,Negativo,describir_no_interpretar,kb.ef_neuro,ochoa,Sistema nervioso
efr.neuro_taxia,ef_regiones,1490,Taxia,multi,,taxia,Conservada,describir_no_interpretar,kb.ef_neuro,ochoa,Sistema nervioso
efr.neuro_dismetria,ef_regiones,1500,Dismetría,opcion,,dismetria,Ausente,describir_no_interpretar,kb.ef_neuro,ochoa,Sistema nervioso
efr.neuro_rigidez_nuca,ef_regiones,1510,Rigidez de nuca,opcion,,rigidez_nuca,Ausente,describir_no_interpretar,,ochoa,Sistema nervioso
efr.neuro_sens_profunda,ef_regiones,1520,Sensibilidad profunda,multi,,sens_profunda,Conservada,"describir_no_interpretar,con_lateralidad",kb.ef_neuro,ochoa,Sistema nervioso
efr.neuro_sens_superficial,ef_regiones,1530,Sensibilidad superficial,multi,,sens_superficial,Conservada y simétrica,"describir_no_interpretar,con_lateralidad",kb.ef_neuro,ochoa,Sistema nervioso
efr.neuro_fondo_ojo,ef_regiones,1540,Fondo de ojo,multi,,fondo_ojo,Papila y retina sin alteraciones,describir_no_interpretar,kb.ef_neuro,ochoa,Sistema nervioso
efr.oma_marcha,ef_regiones,1550,Marcha,opcion,,marcha_tipo,Normal,describir_no_interpretar,kb.ectoscopia,ochoa,Osteomioarticular
efr.oma_postura,ef_regiones,1560,Postura,opcion,,postura,"Erguida, sin desviaciones",describir_no_interpretar,kb.ectoscopia,ochoa,Osteomioarticular
efr.columna,ef_regiones,1570,Columna vertebral,narrativa,,f_columna,n,"describir_no_interpretar,escalas:eva|fuerza",,ochoa,Osteomioarticular
efr.oma_lasegue,ef_regiones,1580,Signo de Lasègue,opcion,,signo_lat,Negativo bilateral,"describir_no_interpretar,con_lateralidad",,ochoa,Osteomioarticular
efr.oma_ejes_oseos,ef_regiones,1590,Ejes óseos,opcion_otro,,ejes_oseos,Conservados y alineados,"describir_no_interpretar,con_lateralidad",,ochoa,Osteomioarticular
efr.oma_articulaciones,ef_regiones,1600,Articulaciones,multi,,articulaciones,"Sin dolor, sin deformidad y con movilidad conservada","describir_no_interpretar,con_lateralidad",,ochoa,Osteomioarticular
efr.oma_miembros,ef_regiones,1610,Miembros,narrativa,,f_ext,n,"describir_no_interpretar,con_lateralidad,escalas:godet|pulsos|fuerza",,ochoa,Osteomioarticular
efr.oma_trofismo,ef_regiones,1620,Trofismo muscular,opcion,,trofismo,Conservado,"describir_no_interpretar,con_lateralidad",kb.ef_neuro,ochoa,Osteomioarticular
dx.sindromico,diagnostico,10,Diagnóstico sindrómico,lista,si,,,con_sustento,kb.dx,ochoa,Impresión diagnóstica
dx.presuntivo,diagnostico,20,Diagnóstico clínico,lista,si,,,"sin_codigos,con_sustento",kb.dx,ochoa,Impresión diagnóstica
dx.funcional,diagnostico,30,Diagnóstico funcional,lista,,,,con_sustento,kb.dx,ochoa,Impresión diagnóstica
dx.anatomopatologico,diagnostico,40,Diagnóstico anatomopatológico,lista,,,,con_sustento,kb.dx,ochoa,Impresión diagnóstica
dx.etiologico,diagnostico,50,Diagnóstico etiológico,lista,,,,con_sustento,kb.dx,ochoa,Impresión diagnóstica
dx.definitivo,diagnostico,60,Diagnóstico definitivo,lista,,,,"sin_codigos,con_sustento",kb.dx,ochoa,Impresión diagnóstica
tx.tratamiento,tratamiento,10,Tratamiento,narrativa,,f_tratamiento,,farmaco_dosis_via_intervalo,kb.dx,ochoa,
plan.plan,plan_trabajo,10,Plan de trabajo,narrativa,,f_plan,,examen_con_pregunta,kb.examenes,ochoa,
exc.hemocultivo,examenes,10,Hemocultivo,opcion,,cultivo,No se realizó,,kb.examenes,ochoa,Laboratorio · Cultivos
