lista_id,valor,definicion,fuente
agravante,el alcohol,Desencadena acidez epigástrica y es causa frecuente de pancreatitis aguda en el varón.,09a; 09d
agravante,los antiinflamatorios no esteroideos,"Desencadenan acidez epigástrica y lesionan la mucosa gástrica, con riesgo de hemorragia digestiva alta.",09a; 09e
agravante,el ayuno,Desencadenante de cefalea.,11g
agravante,la exposición al sol,Desencadenante de cefalea.,11g
agravante,los olores,Desencadenante de cefalea; la molestia ante los olores (osmofobia) es un síntoma acompañante de la cefalea.,11g
atenuante,el reposo,"Alivia la angina de pecho, la claudicación intermitente y el dolor lumbar simple; el dolor del infarto no cede con el reposo.",08a; 10a
atenuante,el decúbito,El síncope vasovagal se recupera rápido al acostar al paciente.,08a
atenuante,la inmovilidad,"El paciente se mantiene inmóvil en la inflamación perirrenal y en la peritonitis, porque el movimiento aumenta el dolor.",10a; 09f
atenuante,los analgésicos,Pueden enmascarar un infarto: no calmar un dolor torácico dudoso sin electrocardiograma y enzimas cardíacas.,08a
atenuante,los antiácidos,Su alivio orienta a acidez de origen gástrico.,09a
atenuante,los nitratos sublinguales,Alivian la angina de pecho; el dolor que no cede con nitratos ni con reposo orienta a infarto.,08a
atenuante,la posición genupectoral,"De rodillas, apoyando el pecho y los codos; alivia el dolor pericárdico y es característica de la pericarditis con derrame.",08a; 05a
atenuante,la inclinación del tórax hacia adelante,Alivia el dolor pericárdico.,08a
atenuante,la cabecera elevada,"Alivia la pirosis por reflujo, que empeora en decúbito nocturno.",09a
atenuante,sentarse o ponerse de pie,Alivia la ortopnea y el asma cardíaca; el asma bronquial no mejora con el cambio de posición.,07a; 08a
atenuante,el decúbito sobre el lado afectado,En la pleuritis el paciente se echa sobre el lado afectado; en el derrame pleural lo hace para que ventile mejor el pulmón sano.,07a
atenuante,el eructo,Alivia la distensión posprandial de la aerofagia.,09a
atenuante,el vómito,En la enfermedad hepatobiliar el paciente a veces se provoca el vómito para aliviar el dolor.,09d
atenuante,el sueño,Las cefaleas primarias suelen mejorar con el sueño.,11g
atenuante,la elevación de las piernas,El síncope vasovagal se recupera rápido al acostar al paciente y elevarle las piernas.,08a
estado,Bueno,"La enfermedad apenas compromete al paciente; peso, musculatura, panículo adiposo, piel y mucosas húmedas dentro de límites normales.",05a; 05b; 05c
estado,Regular,"Apreciación subjetiva intermedia: la enfermedad compromete al paciente en forma parcial, sin llegar al deterioro marcado.",05a
estado,Malo,"Compromiso marcado: deterioro general, peso bajo el mínimo normal o deshidratación con piel seca y pliegue positivo.",05a; 05b; 05c
f_ectoscopia,a1,Recibe oxígeno suplementario: sugiere hipoxemia o insuficiencia respiratoria; la saturación se interpreta junto con la fracción inspirada.,fuera de notas
f_ectoscopia,a2,"Acceso venoso periférico para administrar líquidos o medicamentos; es un dato de la atención, no un hallazgo de enfermedad.",fuera de notas
f_ectoscopia,a3,"Compromiso marcado del organismo por la enfermedad; si hay pocos signos que lo expliquen, obliga a buscar la causa.",05a
f_ectoscopia,a4,"Letargo o somnolencia: despierta y obedece órdenes al estimularlo, pero vuelve a dormirse al cesar el estímulo.",05a
f_ectoscopia,a5,No puede cambiar de posición y permanece como una masa inerte: propio de enfermos adinámicos o comatosos.,05a
f_ectoscopia,a6,"Decúbito preferido para aliviar la disnea: insuficiencia cardíaca congestiva, edema agudo de pulmón, asma bronquial o ascitis.",05a
f_ectoscopia,a7,"Postura obligada por la enfermedad: dorsal (fractura de columna, irritación peritoneal), ventral (cólicos) o lateral sobre el lado sano (pleuritis).",05a
f_ectoscopia,a8,"Rasgos del rostro que orientan a una enfermedad: mitral (estenosis mitral), hipocrática (shock inminente), de Cushing, mixedematosa, entre otras.",05k
f_ectoscopia,a9,"Palidez generalizada: vasoconstricción (susto, dolor, shock) o anemia con hemoglobina real menor de 7 g/dl.",05f
f_ectoscopia,a10,"Hiperbilirrubinemia (bilirrubina mayor de 2.5 mg%): causa prehepática (hemólisis), hepática (hepatitis, cirrosis) o poshepática (obstrucción).",05f; 05k
f_ectoscopia,a11,Hemoglobina reducida mayor de 5 g/dl; con sudoración fría obliga a pensar en bajo gasto cardíaco o hipoxemia.,05f
f_ectoscopia,a12,"Deshidratación por pérdidas (diarrea, vómitos, fiebre); se gradúa por el peso perdido en leve, moderada o grave.",05b
f_ectoscopia,a13,"Ganglio aumentado: infección, linfoma, tuberculosis o metástasis según la cadena; el supraclavicular izquierdo (Virchow) sugiere cáncer gástrico.",05j
f_cabeza,a1,"Dolor a la palpación de un sitio del cráneo o la cara; en la cefalea se palpan articulación temporomandibular, senos maxilares y músculos del cuello",06a; 11g
f_cabeza,a2,"Posición anormal de la cabeza; se inclina en amigdalitis, tortícolis, tétanos o meningitis, y para compensar la parálisis del cuarto par craneal",06a; 11j
f_cabeza,a3,Flexión de la cabeza sincrónica con el latido por la amplitud del pulso arterial; característico de la insuficiencia aórtica,06a; 08e
f_cabeza,a4,"Hallazgo del cuero cabelludo: seborrea, caspa, pediculosis (escolares con higiene deficiente) o alopecia areata",06a
f_cabeza,a5,"Pérdida de simetría entre ambas hemicaras; en parálisis facial, parotiditis, tumores, secuelas de accidente cerebrovascular o cardiopatías embolígenas",06a
f_cabeza,a6,"Parálisis facial periférica: lesión del nervio facial que compromete toda la hemicara, incluida la frente; la central respeta la frente",06a; 11d
f_cabeza,a7,"Hinchazón de la cara; síndrome nefrótico (facial y palpebral, matutino), nefrítico, Cushing, preeclampsia u obstrucción de la vena cava superior",05g
f_cabeza,a8,Eritema papuloescamoso sobre mejillas y nariz; característico del lupus eritematoso sistémico,05k; 06b
f_cabeza,a9,Contracción exagerada de músculos faciales al percutir el arco cigomático; hipersensibilidad del nervio facial en tetania e hipocalcemia,06b; 11d
f_cabeza,a10,"Caída de las cejas; se observa en mixedema, lepra, desnutrición avanzada, sífilis y esclerodermia",06a
f_ojos,a1,Palidez de la mucosa conjuntival; orienta a anemia. Se gradúa con la escala de cruces,06a; 05f
f_ojos,a2,"Coloración amarilla por bilirrubina mayor de 2,5 mg/dl, mejor vista en la esclerótica; orienta a síndrome ictérico. Se gradúa con cruces",05f; 06a
f_ojos,a3,"Enrojecimiento conjuntival por más glóbulos rojos o inflamación: conjuntivitis, poliglobulia de altura, alergia o traumatismo",06a; 05f
f_ojos,a4,"Protrusión del globo ocular; bilateral en Graves-Basedow; unilateral en fístula arteriovenosa, trombosis del seno cavernoso o hematoma retrobulbar",06a
f_ojos,a5,"Caída del párpado superior; por parálisis del tercer par craneal, miastenia gravis o, con miosis y enoftalmos, síndrome de Claude Bernard Horner",06a; 11j
f_ojos,a6,"Pupilas de distinto diámetro; suele ser patológica (tercer par, síndrome de Horner), aunque el 5 % de la población la tiene leve y fisiológica",11j
f_ojos,a7,"Pupilas menores de 2 mm; con reflejo fotomotor conservado orienta a coma metabólico; puntiformes, a lesión pontina o uso de opioides",11j; 11e
f_ojos,a8,Pupila mayor de 6 mm (4 a 7 mm según el autor); unilateral y sin respuesta a la luz sugiere parálisis completa del tercer par craneal,11j; 06a
f_ojos,a9,"La pupila no se contrae al iluminarla; lesión de la vía aferente (nervio óptico, retina) o de la eferente (tercer par craneal)",11j
f_ojos,a10,"Hinchazón del párpado; síndrome nefrótico o nefrítico, edema alérgico o de Quincke, mixedema o signo de Romaña (enfermedad de Chagas)",06a; 05g
f_ojos,a11,Placas amarillentas sobreelevadas en el ángulo interno del párpado por depósito de lípidos; sugiere hipercolesterolemia,06a
f_ojos,a12,"Repliegue conjuntival que crece desde el ángulo interno (pingüécula crecida, la carnosidad popular); favorecido por el polvo",06a
f_ojos,a13,"Catarata: opacificación del cristalino vista como pupila blanquecina; frecuente en la vejez, la diabetes mellitus y el uso prolongado de corticoides",06a
f_nariz,a1,"Movimiento exagerado de las alas nasales al respirar; traduce disnea intensa (bronconeumonía, asma infantil)",06b; 05k
f_nariz,a2,"Nariz hundida por destrucción de los huesos nasales; se asocia a sífilis, incluso congénita",06b
f_nariz,a3,Hipertrofia rosada violácea de la nariz (nariz de tomate) por crecimiento glandular y de tejido conjuntivo,06b
f_nariz,a4,"Obstrucción al paso del aire por la fosa; por rinitis, pólipos o hipertrofia de cornetes; si es bilateral produce disnea nasal",06b
f_nariz,a5,"Secreción nasal: serosa y blanquecina en rinitis alérgica, purulenta verde amarillenta en sinusitis; también puede ser sanguinolenta",06b
f_nariz,a6,Sensibilidad dolorosa a la presión sobre los pómulos; orienta a sinusitis,06b
f_nariz,a7,"Hemorragia nasal; causas locales (traumatismo, rinitis, sinusitis, tumores, cocaína) o sistémicas (hipertensión arterial, cirrosis, hemofilia, leucemia)",06b
f_nariz,a8,"Disminución del olfato (primer par craneal); por pólipos, hipertrofia de cornetes, neuritis gripal o hipertensión intracraneana",06b; 11d
f_oidos,a1,"Cerumen que ocluye el conducto auditivo externo; causa ótica, local y corregible, de acúfenos",06b
f_oidos,a2,"Membrana no blanca translúcida ni íntegra: abombada o retraída en la otitis; desgarrada o perforada, puede dar otorragia",06b
f_oidos,a3,"Salida de líquido por el oído: seroso, mucoso o purulento; el líquido claro sugiere líquido cefalorraquídeo por fractura de base de cráneo",06b
f_oidos,a4,Salida de sangre por el conducto auditivo; por traumatismo del conducto o ruptura de la membrana timpánica,06b
f_oidos,a5,Dolor que se exacerba al presionar la apófisis mastoides; orienta a mastoiditis como causa de otalgia,06b
f_oidos,a6,Depósitos en el pabellón auricular que traducen hiperuricemia,06b
f_oidos,a7,Hipoacusia o disacusia al comparar voz normal y cuchicheada; se precisa con diapasón si es de conducción o de percepción,06b; 11d
f_oidos,a8,"Con el diapasón en el vértex: hacia el oído sordo indica hipoacusia de conducción; hacia el oído sano, hipoacusia neurosensorial del otro",11d
f_oidos,a9,La vía ósea se conserva o supera a la aérea (lo normal es lo contrario); orienta a hipoacusia de conducción en ese oído,11d
f_boca,a1,Mucosa seca: deshidratación (descartar respiración bucal). Lengua saburral: capa blanca o lengua sucia (fiebre tifoidea); poco valor aislada,06b; 05b
f_boca,a2,Coloración azulada alrededor de la boca por hemoglobina reducida mayor de 5 g/dl; orienta a dificultad respiratoria o hipoxemia,05f; 06b
f_boca,a3,Pérdida del color rosado normal de los labios; orienta a anemia,06b
f_boca,a4,"Inflamación de las comisuras labiales; por frío, anemia o carencia de vitaminas del complejo B",06b
f_boca,a5,Lesión herpética del labio; acompaña a la facies neumónica (herpes en la comisura labial),06b; 05k
f_boca,a6,"Estomatitis por Cándida albicans: placas blancas adherentes, a veces con halo rojo; frecuente en niños desnutridos",06b
f_boca,a7,Enrojecimiento de la faringe al explorarla con bajalenguas; orienta a faringitis,06b
f_boca,a8,"Amígdalas crecidas y con pus; orienta a amigdalitis, estreptocócica o viral",06b
f_boca,a9,Desvío de la lengua protruida hacia el lado paralizado; lesión del nervio hipogloso o hemiplejia por accidente cerebrovascular,06b; 11d
f_boca,a10,"Gingivitis: encías rojas, esponjosas y sangrantes; se ve en pelagra, escorbuto y linfomas",06b
f_boca,a11,"Número de dientes menor al normal (32 en el adulto, 20 en el niño); anotar cuáles faltan y si usa prótesis",06b
f_boca,a12,"Olor que orienta: urémico (a orina) en insuficiencia renal, hepático (a carne descompuesta), cetónico (a manzana) en cetoacidosis diabética, o alcohólico",06b
f_boca,a13,"Mal aliento por mal aseo bucal, restos alimenticios, caries o infecciones bucales o respiratorias",06b
f_cuello,a1,"Presión elevada en la aurícula derecha: insuficiencia cardiaca derecha, sobrecarga hídrica, taponamiento, pericarditis constrictiva o síndrome mediastínico",08e; 06c
f_cuello,a2,"Ganglios palpables (normalmente no se palpan); describir tamaño, número, consistencia, sensibilidad y adherencia",06c; 05j
f_cuello,a3,La ingurgitación yugular aumenta al comprimir el hipocondrio derecho durante 30 a 60 segundos; traduce insuficiencia cardiaca derecha,06c; 08e
f_cuello,a4,La ingurgitación yugular aumenta al inspirar en vez de disminuir; característico de la pericarditis constrictiva,06c; 08e
f_cuello,a5,"Latidos arteriales amplios visibles en el cuello; insuficiencia aórtica o estados hiperdinámicos (fiebre, anemia, hipertiroidismo)",08e; 06c
f_cuello,a6,"Vibración palpable; casi siempre soplo irradiado de estenosis aórtica; también estrechez carotídea, aneurisma o bocio hiperfuncionante",08e; 06c
f_cuello,a7,"Soplo arterial por obstrucción (estrechez, aneurisma), estado hipercinético o irradiación de una estenosis aórtica",06c
f_cuello,a8,"Bocio difuso o nodular; con soplo orienta a bocio tóxico (Basedow-Graves); sin soplo, no tóxico: pubertad, embarazo o déficit de yodo",06c; 13a
f_cuello,a9,"Ganglio palpable; la cadena orienta: submandibular a infección viral o periodontal, preauricular a virus o linfoma, supraclavicular a metástasis",05j
f_cuello,a10,Ganglio de Virchow-Troisier: prácticamente patognomónico de cáncer gástrico metastásico; el signo solo vale del lado izquierdo,06c; 05j
f_cuello,a11,Resistencia dolorosa a la flexión pasiva del cuello; signo de irritación meníngea (meningitis). No confundir con tortícolis,06c; 11e
f_torax_i,a1,Signos de disnea objetiva. El tiraje es la retracción de los espacios intercostales al inspirar; frecuente en el asma bronquial.,07a
f_torax_i,a2,"Diámetro anteroposterior aumentado, espacios intercostales borrados y esternón proyectado hacia delante: enfisema pulmonar, edad avanzada.",07b
f_torax_i,a3,"Pectus excavatum o tórax de zapatero: hundimiento del esternón desde el apéndice xifoides; congénito o adquirido, más frecuente en varones.",07b
f_torax_i,a4,Pecho de paloma: prominencia esternal media; se asocia a raquitismo y a síndrome de Marfan.,07b
f_torax_i,a5,"Aumento unilateral de los diámetros torácicos por sólido, líquido o gas: derrame pleural voluminoso, neumotórax, tumor o aneurisma de aorta.",07b
f_torax_i,a6,"Disminución unilateral de los diámetros torácicos: secuela de tuberculosis, fibrosis pulmonar o atelectasia.",07b
f_torax_i,a7,"El hemitórax enfermo se mueve menos que el sano: atelectasia, derrame pleural, neumonía, fibrosis pulmonar o fractura costal.",07c
f_torax_i,a8,"Frecuencia respiratoria mayor de 20 por minuto con respiración superficial: esfuerzo, emoción, fiebre, neumonía, insuficiencia respiratoria, acidosis.",07b
f_torax_i,a9,"Ritmo anormal por alteración del centro respiratorio: Cheyne-Stokes (insuficiencia cardiaca), Biot (daño cerebral grave), Kussmaul (acidosis metabólica).",07b
f_torax_i,a10,Red venosa anormal por obstrucción de la vena cava superior (tumor de mediastino); puede acompañarse de cianosis y edema en esclavina.,07b
f_torax_i,a11,"Cifosis más escoliosis: restringe la ventilación y, a la larga, puede terminar en corazón pulmonar crónico.",07b
f_torax_i,a12,"Huella de cirugía torácica previa (pleurotomía, resección o toracoplastia); relacionarla con los antecedentes quirúrgicos.",07b
f_torax_p,a1,"Menor transmisión de la voz. Localizada: derrame pleural, neumotórax, atelectasia, paquipleuritis. Generalizada: enfisema, obesidad, edema de pared.",07c
f_torax_p,a2,"Disminución unilateral de la amplexación; señala el lado enfermo: atelectasia, derrame pleural, neumonía, fibrosis pulmonar o fractura costal.",07c
f_torax_p,a3,"Disminución bilateral de la amplexación: enfisema pulmonar, dolor pleural, espasmo neuromuscular (tétanos) o debilidad muscular (miastenia gravis).",07c
f_torax_p,a4,Mayor transmisión de la voz por tejido sólido: condensación pulmonar (neumonía); también infarto pulmonar y cavernas tuberculosas.,07c
f_torax_p,a5,"Ausencia de vibración: neumotórax; también derrame pleural o atelectasia, según su volumen o tamaño.",07e
f_torax_p,a6,"Enfisema subcutáneo: aire en el tejido celular subcutáneo por herida penetrante de tórax, neumotórax, fractura costal o rotura alveolar.",05i
f_torax_p,a7,Hipersensibilidad de la pared torácica buscada al palpar las partes blandas; las notas de Semiología no detallan sus causas.,07c
f_torax_pe,a1,"El aire alveolar fue reemplazado por líquido, los alvéolos colapsaron o hay líquido pleural: neumonía, atelectasia o derrame pleural.",07c
f_torax_pe,a2,"Sonido más intenso y grave que el claro normal por aire alveolar atrapado: enfisema, asma; también alrededor de una condensación o sobre un derrame.",07c
f_torax_pe,a3,"Matidez de menor grado: condensación, atelectasia o derrame pleural. No confundir con la submatidez normal a nivel de la escápula y el hilio.",07c
f_torax_pe,a4,Aire alveolar atrapado en ambos pulmones: enfisema pulmonar o asma bronquial.,07c
f_torax_pe,a5,"Sonido agudo, como de tambor, por aire libre en la cavidad pleural: neumotórax. En la base izquierda anterior es normal (espacio de Traube).",07c
f_torax_pe,a6,Patrón del derrame pleural: matidez de límite superior parabólico (curva de Damoiseau) con zona más sonora encima (triángulo de Garland).,07e
f_torax_a,a1,"La espiración dura más de lo normal por obstrucción bronquial: asma bronquial, enfisema, enfermedad pulmonar obstructiva crónica.",07d
f_torax_a,a2,"Estertores húmedos por despegamiento alveolar: neumonía, edema agudo de pulmón, congestión por insuficiencia cardiaca izquierda, fibrosis pulmonar.",07d
f_torax_a,a3,"Estertores húmedos gruesos por secreción en los bronquiolos: bronquitis aguda o crónica, bronconeumonía, bronquiectasias, tuberculosis pulmonar.",07d
f_torax_a,a4,"Roncus: ruido grave de bronquios gruesos estrechados por espasmo, edema o secreción: bronquitis, bronconeumonía, bronquiectasias.",07d
f_torax_a,a5,Obstrucción de bronquios finos y bronquiolos; no cambian con la tos. Signo cardinal del asma bronquial; también en el asma cardiaco.,07d
f_torax_a,a6,"Ruido glótico transmitido por una condensación extensa y superficial con bronquio permeable: neumonía, siempre con crepitantes.",07d
f_torax_a,a7,Roce de las dos hojas pleurales inflamadas (pleuritis); no cambia con la tos y aumenta al presionar con el estetoscopio.,07d
f_torax_a,a8,"Resonancia vocal aumentada, el treinta y tres se oye nítido: condensación pulmonar, típicamente neumonía.",07d
f_torax_a,a9,"Voz de cabra, temblorosa y entrecortada: compresión del pulmón por un derrame pleural de mediano volumen.",07d
f_torax_a,a10,Voz susurrada que se oye articulada con claridad; las notas la dan como signo de caverna y la mencionan en condensación o derrame.,07d
f_cv,a1,"Ictus desplazado al sexto o séptimo espacio intercostal izquierdo, hacia la línea axilar: hipertrofia del ventrículo izquierdo.",08b
f_cv,a2,Ruido de llenado ventricular; normal en el 30 por ciento de los sanos. En contexto patológico es galope ventricular: insuficiencia cardiaca.,08c
f_cv,a3,"Choque de la punta que levanta el pulpejo y ocupa dos o más pulpejos: grandes hipertrofias o dilataciones, sobre todo del ventrículo izquierdo.",08b
f_cv,a4,"Expresión palpatoria de un soplo, como el ronroneo de un gato; su sitio orienta a la válvula y su tiempo al tipo de lesión.",08b
f_cv,a5,Irregularidad que no sigue la respiración: extrasístoles o fibrilación auricular. Comparar con el pulso (déficit) y confirmar con electrocardiograma.,08c
f_cv,a6,"Frecuencia cardiaca mayor de 100 por minuto: emoción, esfuerzo, hipertiroidismo, estados hiperactivos o taquicardia supraventricular o ventricular.",08c
f_cv,a7,"Frecuencia cardiaca menor de 60 por minuto: atletas, bloqueo auriculoventricular, intoxicación digitálica, mixedema, hipertensión endocraneana.",08c
f_cv,a8,"Aumento de intensidad del primer ruido: pared delgada, hipertiroidismo, extrasístoles, esclerosis valvular; brillante en la estenosis mitral.",08c
f_cv,a9,Separación audible del cierre aórtico y pulmonar; las notas lo asocian a respiración forzada y a bloqueo auriculoventricular.,08c
f_cv,a10,"Galope auricular: cuarto ruido patológico con ritmo en tres tiempos; sospechar insuficiencia cardiaca. Aislado, el cuarto ruido puede ser normal en jóvenes.",08c
f_cv,a11,"Turbulencia del flujo por lesión valvular o causa funcional (anemia, fiebre). Holosistólico mitral irradiado a la axila: insuficiencia mitral.",08d
f_cv,a12,"Roce del pericardio inflamado (fiebre reumática, neumonía, tuberculosis, uremia); si desaparece puede indicar derrame, no mejoría.",08d
f_cv,a13,"Onda con nombre propio: céler (insuficiencia aórtica), parvus (estenosis aórtica), alternante (insuficiencia cardiaca izquierda), paradójico (taponamiento).",08e
f_abd_i,a1,"Aumento de volumen por grasa de la pared: obesidad. Diferenciar de la ascitis, el embarazo, las neoplasias y la obstrucción, que también lo abultan.",09b
f_abd_i,a2,"Aumento global de volumen por gas o líquido: obstrucción intestinal, íleo paralítico, peritonitis o ascitis.",09b; 09e; 09f; 09g
f_abd_i,a3,"Pared retraída o excavada: propia de las enfermedades consuntivas, con pérdida de grasa y de masa muscular.",09b
f_abd_i,a4,"Abultamiento localizado: visceromegalia (hígado, bazo), quiste, tumor o hernia; la región orienta al órgano comprometido.",09b
f_abd_i,a5,"Líquido libre que cae a los flancos en decúbito dorsal: ascitis (cirrosis, insuficiencia cardíaca, síndrome nefrótico, neoplasias).",09b; 09e
f_abd_i,a6,"Obstáculo en un tronco venoso: periumbilical (cabeza de medusa) sugiere hipertensión portal; en flancos, vena cava inferior comprimida.",05i; 10b
f_abd_i,a7,"Estrías rojo violáceas y persistentes: síndrome de Cushing. Las rosadas son recientes y las nacaradas, antiguas por distensión.",09b
f_abd_i,a8,Antecedente de cirugía abdominal: las bridas posquirúrgicas son la primera causa de obstrucción intestinal y la cicatriz puede herniarse.,09g; 09f
f_abd_i,a9,Equimosis periumbilical por sangre intraperitoneal o retroperitoneal: pancreatitis aguda hemorrágica (signo tardío) o embarazo ectópico roto.,09b; 09d
f_abd_i,a10,Equimosis en flancos por sangre en el retroperitoneo: signo tardío de pancreatitis aguda hemorrágica o necrohemorrágica.,09b; 09d
f_abd_i,a11,Peristaltismo de lucha contra un obstáculo: obstrucción intestinal avanzada; su ubicación y dirección orientan el nivel.,09b; 09g
f_abd_i,a12,Hernia de la pared abdominal: el contenido sale por una zona débil al subir la presión; las pequeñas se ven mejor de pie.,09b
f_abd_i,a13,"Presión intraabdominal aumentada: ascitis o hernia. Si el ombligo se ve azulado, sugiere hemorragia intraabdominal.",09b; 09e
f_abd_a,a1,Peristaltismo aumentado: síndrome diarreico (con borborigmos) o fase inicial de una obstrucción intestinal.,09e; 09g
f_abd_a,a2,Silencio abdominal: íleo paralítico o peritonitis generalizada. En el posoperatorio es esperable entre 24 y 72 horas.,09b; 09g
f_abd_a,a3,"Peristaltismo de lucha: obstrucción intestinal mecánica, sobre todo con dolor cólico (bridas, hernias estranguladas).",09b; 09g
f_abd_a,a4,"Inhibición del peristaltismo: peritonitis que avanza hacia íleo paralítico, o hemoperitoneo como en el embarazo ectópico roto.",09f; 09g
f_abd_a,a5,Flujo turbulento en la aorta abdominal: aneurisma aórtico.,09b
f_abd_a,a6,"Estenosis de la arteria renal, a menudo con hipertensión arterial severa; también puede deberse a una fístula arteriovenosa.",09b; 10b
f_abd_pe,a1,"Exceso de aire en el abdomen: meteorismo, obstrucción intestinal o neumoperitoneo.",09b
f_abd_pe,a2,Líquido libre acumulado en los flancos: ascitis de gran volumen (más de 1500 mililitros).,09b
f_abd_pe,a3,"La matidez cambia de lugar con el decúbito: líquido libre (ascitis de mediano volumen, de 500 a 1500 mililitros, o hemoperitoneo).",09b; 09e; 09g
f_abd_pe,a4,Timpanismo sobre el área hepática: neumoperitoneo por perforación de víscera hueca. Falsos positivos: enfisema pulmonar o colon interpuesto.,09b; 09f
f_abd_pe,a5,Órgano lleno o macizo en la pelvis: globo vesical de gran volumen o útero grávido.,09b; 10b
f_abd_p,a1,"Borde romo y liso: crecimiento rápido (hepatitis, congestión por insuficiencia cardíaca derecha). Duro y cortante: cirrosis; pétreo o nodular: cáncer.",09b; 09d
f_abd_p,a2,"Hipersensibilidad de la pared o de la víscera subyacente; la región dolorosa orienta al órgano (por ejemplo, fosa ilíaca derecha y apéndice).",09b
f_abd_p,a3,Dolor visceral de un órgano inflamado o distendido bajo esa región; en el síndrome diarreico acompaña a los ruidos hidroaéreos aumentados.,09b; 09e
f_abd_p,a4,Epigástrico: úlcera péptica activa. Cístico: colecistitis aguda. McBurney: apendicitis aguda. Ureteral: cólico renal.,09b; 09f
f_abd_p,a5,Contractura refleja sostenida por inflamación visceral que compromete el peritoneo parietal (peritonitis localizada); no cede al tranquilizar.,09b; 09f
f_abd_p,a6,"Defensa generalizada de toda la pared: peritonitis difusa, típica de la perforación de víscera hueca (úlcera péptica perforada).",09b; 09f
f_abd_p,a7,"Dolor que aparece o aumenta al descomprimir bruscamente: irritación peritoneal (apendicitis, peritonitis).",09b; 09f
f_abd_p,a8,El dolor en el punto cístico interrumpe la inspiración profunda: colecistitis aguda.,09b; 09d
f_abd_p,a9,"Rovsing (dolor en fosa ilíaca derecha al comprimir la izquierda), psoas (apéndice retrocecal) u obturador (apéndice pélvico): apendicitis.",09f
f_abd_p,a10,"Transmisión de la onda por líquido libre: ascitis de gran volumen, a tensión (más de 1500 mililitros).",09b; 09e
f_abd_p,a11,"Hepatomegalia: pequeña hasta 2 traveses de dedo, mediana hasta 4 y grande más de 4 o hasta el ombligo. En el adulto normal no se palpa.",09b
f_abd_p,a12,"Esplenomegalia (el bazo palpable ya duplicó su volumen): hipertensión portal, infecciones, leucemias o linfomas.",09b; 09d
f_abd_p,a13,"Vesícula distendida e indolora en paciente ictérico: obstrucción biliar por neoplasia de vesícula, vías biliares o cabeza de páncreas.",09b; 09d; 09e
f_abd_p,a14,"Tumoración, quiste o víscera aumentada; describir localización, forma, volumen, sensibilidad, consistencia y movilidad para orientar su origen.",09b
f_gu,a1,No es un hallazgo: deja constancia de que el examen genital no se hizo por no corresponder al motivo de consulta.,fuera de notas
f_gu,a2,"Dolor a la puño-percusión lumbar: proceso renal inflamatorio (pielonefritis aguda, absceso perinefrítico). Diferenciar de la lumbalgia muscular.",10b
f_gu,a3,"Dolor en el trayecto del uréter, en el borde externo de los rectos: cólico renal.",09b
f_gu,a4,"Normal solo el polo inferior del riñón derecho en delgados. Si no: ptosis renal, tumor renal, hidronefrosis o poliquistosis.",10b
f_gu,a5,"Retención urinaria (hipertrofia benigna de próstata en mayores de 60 años), tumor o quiste vesical; desaparece al vaciar la vejiga.",10b
f_gu,a6,"Masa renal o perirrenal: tumor renal, hidronefrosis, poliquistosis o absceso perinefrítico (este con signos inflamatorios).",10b
f_gu,a7,"Dilatación de las venas del escroto; si es derecho y reciente, sugiere compresión de la vena espermática por cáncer de riñón.",10b
f_gu,a8,"Compresión de la vena cava inferior y las ilíacas (globo vesical crónico, embarazo avanzado) o anasarca (síndrome nefrótico).",10b; 05g
f_columna,a1,"Dolor óseo vertebral localizado: orienta a lesión de la vértebra, como fractura, espondilitis (incluido el mal de Pott) o neoplasia.",fuera de notas
f_columna,a2,Dolor antes de los 90° al elevar la pierna extendida: síndrome radicular (hernia discal que comprime la raíz) o irritación meníngea.,11e
f_columna,a3,"Espasmo de la musculatura lumbar: lumbalgia musculoesquelética (contractura, artrosis, hernia discal); diferencial del signo de Giordano.",10a; 10b
f_columna,a4,"Convexidad posterior exagerada, sobre todo de la octava vértebra dorsal a la tercera lumbar: osteoporosis, espondilitis anquilosante o mal de Pott.",07b; 05a
f_columna,a5,"Convexidad anterior lumbar acentuada: obesidad importante, debilidad de la musculatura posterior o embarazo avanzado.",07b
f_columna,a6,"Desviación lateral de la columna, congénita o secundaria, casi siempre compensadora.",07b; 05a
f_columna,a7,"Cifosis más escoliosis: restringe la ventilación y, si es avanzada, lleva a insuficiencia respiratoria y corazón pulmonar crónico.",07b; 05a
f_columna,a8,"Dolor que limita el movimiento: causa musculoesquelética (contractura, espondiloartrosis, hernia discal); en el cuello, también irritación meníngea.",10a; 06c
f_ext,a1,"Líquido intersticial que deja fóvea: bilateral y vespertino sugiere causa cardíaca, renal o hepática; unilateral, trombosis venosa profunda.",05g
f_ext,a2,"Mixedema del hipotiroidismo: depósito de mucopolisacáridos y no de agua libre, por eso no deja fóvea.",05g
f_ext,a3,"Obstrucción arterial parcial por encima del punto explorado (isquemia crónica); en el pulso radial, estenosis de la arteria subclavia.",08i; 11h
f_ext,a4,"Obstrucción arterial por encima del punto; con dolor súbito, frialdad y palidez sugiere síndrome isquémico agudo (embolia).",08i
f_ext,a5,Isquemia arterial del miembro (aterosclerosis o embolia): la crónica da claudicación intermitente y puede progresar a úlceras y gangrena.,08i; 05f
f_ext,a6,Dilataciones venosas permanentes por insuficiencia valvular; su complicación más grave es la tromboflebitis.,08i
